method,layout_index,in_sample,gap_bin,gap_percent,n_candidates,tolerance,classification,numerically_agreed,dop_agreed,rk4_agreed,single_control_ok,single_exact_max_error,dop_position_delta,dop_distance_delta,metric_grid_distance_delta,rk4_last_position_delta,rk4_last_distance_delta,rk4_vs_dop_position_delta,rk4_vs_dop_distance_delta,dop_tight_success,dop_tight_worst_distance,rk4_coarsest_steps,rk4_highest_steps,rk4_coarsest_worst_distance,rk4_high_worst_distance,error
analytic_single,332,True,<1%,0.15642711016943348,2,0.02,PASS_STABLE,True,True,True,True,1.5565409952966684e-15,0.0,0.0,0.0,0.0001005514214902882,0.00010438369626591072,1.533743019939525e-05,2.6100149618060184e-05,True,1.0934428697813141e-15,1000,8000,0.00043523126592880557,2.610014961859335e-05,
analytic_single,332,True,<1%,0.15642711016943348,2,0.05,PASS_STABLE,True,True,True,True,1.5565409952966684e-15,0.0,0.0,0.0,0.0001005514214902882,0.00010438369626591072,1.533743019939525e-05,2.6100149618060184e-05,True,1.0934428697813141e-15,1000,8000,0.00043523126592880557,2.610014961859335e-05,
analytic_single,353,True,5–<10%,9.319071151076027,1,0.02,PASS_STABLE,True,True,True,True,1.3911054626160788e-15,0.0,0.0,0.0,1.968351193088997e-05,2.278868420040629e-05,1.6231227975121868e-05,1.237858220214828e-05,True,5.578801654593729e-16,1000,8000,0.00021573700182436233,1.2378582202203791e-05,
analytic_single,353,True,5–<10%,9.319071151076027,1,0.05,PASS_STABLE,True,True,True,True,1.3911054626160788e-15,0.0,0.0,0.0,1.968351193088997e-05,2.278868420040629e-05,1.6231227975121868e-05,1.237858220214828e-05,True,5.578801654593729e-16,1000,8000,0.00021573700182436233,1.2378582202203791e-05,
analytic_single,363,True,<1%,0.7294960745809814,2,0.02,PASS_STABLE,True,True,True,True,1.0532500405730103e-15,0.0,0.0,0.0,0.0001477401419369709,0.00013113065425369628,4.996758642691188e-05,5.4562369260896746e-05,True,9.305364597889227e-16,1000,8000,0.00019826777707196823,5.4562369261285324e-05,
analytic_single,363,True,<1%,0.7294960745809814,2,0.05,PASS_STABLE,True,True,True,True,1.0532500405730103e-15,0.0,0.0,0.0,0.0001477401419369709,0.00013113065425369628,4.996758642691188e-05,5.4562369260896746e-05,True,9.305364597889227e-16,1000,8000,0.00019826777707196823,5.4562369261285324e-05,
analytic_single,364,True,5–<10%,6.548576207224454,1,0.02,PASS_STABLE,True,True,True,True,1.1060518526157679e-15,0.0,0.0,0.0,0.00013568267041875023,7.308235274247126e-05,5.760661914959507e-05,6.886198928216852e-05,True,9.50197851991224e-16,1000,8000,0.0002435948458160048,6.886198928272639e-05,
analytic_single,364,True,5–<10%,6.548576207224454,1,0.05,PASS_STABLE,True,True,True,True,1.1060518526157679e-15,0.0,0.0,0.0,0.00013568267041875023,7.308235274247126e-05,5.760661914959507e-05,6.886198928216852e-05,True,9.50197851991224e-16,1000,8000,0.0002435948458160048,6.886198928272639e-05,
analytic_single,366,True,<1%,0.418208689280679,3,0.02,PASS_STABLE,True,True,True,True,1.1801832636420706e-15,0.0,0.0,0.0,5.509298253863837e-05,5.410632110967481e-05,9.132685615054431e-05,4.224220399717429e-05,True,7.80247688507185e-16,1000,8000,0.0008414869974982497,4.224220399751195e-05,
analytic_single,366,True,<1%,0.418208689280679,3,0.05,PASS_STABLE,True,True,True,True,1.1801832636420706e-15,0.0,0.0,0.0,5.509298253863837e-05,5.410632110967481e-05,9.132685615054431e-05,4.224220399717429e-05,True,7.80247688507185e-16,1000,8000,0.0008414869974982497,4.224220399751195e-05,
