method,layout_index,gap_bin,initial_sigma,tolerance,n_trials,success_rate,mean_visited,mean_worst_distance,nonfinite_rate
analytic_single,47,5–<10%,0.0,0.02,1,1.0,4.0,0.00027019820744337414,0.0
analytic_single,47,5–<10%,0.0,0.05,1,1.0,4.0,0.00027019820744337414,0.0
analytic_single,47,5–<10%,0.01,0.02,20,1.0,4.0,0.0044508060779931274,0.0
analytic_single,47,5–<10%,0.01,0.05,20,1.0,4.0,0.0044508060779931274,0.0
analytic_single,47,5–<10%,0.05,0.02,20,0.5,3.5,0.022012455492416764,0.0
analytic_single,47,5–<10%,0.05,0.05,20,0.9,3.9,0.022012455492416764,0.0
analytic_single,80,≥10%,0.0,0.02,1,1.0,4.0,0.00047611379805069303,0.0
analytic_single,80,≥10%,0.0,0.05,1,1.0,4.0,0.00047611379805069303,0.0
analytic_single,80,≥10%,0.01,0.02,20,1.0,4.0,0.003943890887604709,0.0
analytic_single,80,≥10%,0.01,0.05,20,1.0,4.0,0.003943890887604709,0.0
analytic_single,80,≥10%,0.05,0.02,20,0.55,3.55,0.019476756937715476,0.0
analytic_single,80,≥10%,0.05,0.05,20,1.0,4.0,0.019476756937715476,0.0
analytic_single,83,≥10%,0.0,0.02,1,1.0,4.0,0.00028444805480178455,0.0
analytic_single,83,≥10%,0.0,0.05,1,1.0,4.0,0.00028444805480178455,0.0
analytic_single,83,≥10%,0.01,0.02,20,1.0,4.0,0.004854767437294678,0.0
analytic_single,83,≥10%,0.01,0.05,20,1.0,4.0,0.004854767437294678,0.0
analytic_single,83,≥10%,0.05,0.02,20,0.35,3.2,0.023927551300392605,0.0
analytic_single,83,≥10%,0.05,0.05,20,0.95,3.95,0.023927551300392605,0.0
analytic_single,86,≥10%,0.0,0.02,1,1.0,4.0,0.00039393369192562596,0.0
analytic_single,86,≥10%,0.0,0.05,1,1.0,4.0,0.00039393369192562596,0.0
analytic_single,86,≥10%,0.01,0.02,20,1.0,4.0,0.003304574941632734,0.0
analytic_single,86,≥10%,0.01,0.05,20,1.0,4.0,0.003304574941632734,0.0
analytic_single,86,≥10%,0.05,0.02,20,0.8,3.7,0.015704468023504385,0.0
analytic_single,86,≥10%,0.05,0.05,20,1.0,4.0,0.015704468023504385,0.0
analytic_single,101,<1%,0.0,0.02,1,1.0,4.0,0.00037842090462541535,0.0
analytic_single,101,<1%,0.0,0.05,1,1.0,4.0,0.00037842090462541535,0.0
analytic_single,101,<1%,0.01,0.02,20,1.0,4.0,0.0038413388974258647,0.0
analytic_single,101,<1%,0.01,0.05,20,1.0,4.0,0.0038413388974258647,0.0
analytic_single,101,<1%,0.05,0.02,20,0.6,3.6,0.018584417908755528,0.0
analytic_single,101,<1%,0.05,0.05,20,1.0,4.0,0.018584417908755528,0.0
analytic_single,117,<1%,0.0,0.02,1,1.0,4.0,0.0005486988035491352,0.0
analytic_single,117,<1%,0.0,0.05,1,1.0,4.0,0.0005486988035491352,0.0
analytic_single,117,<1%,0.01,0.02,20,1.0,4.0,0.004520357149841205,0.0
analytic_single,117,<1%,0.01,0.05,20,1.0,4.0,0.004520357149841205,0.0
analytic_single,117,<1%,0.05,0.02,20,0.5,3.35,0.022061270806030348,0.0
analytic_single,117,<1%,0.05,0.05,20,1.0,4.0,0.022061270806030348,0.0
analytic_single,140,1–<5%,0.0,0.02,1,1.0,4.0,0.00046177285025835656,0.0
analytic_single,140,1–<5%,0.0,0.05,1,1.0,4.0,0.00046177285025835656,0.0
analytic_single,140,1–<5%,0.01,0.02,20,1.0,4.0,0.0038153181466328775,0.0
analytic_single,140,1–<5%,0.01,0.05,20,1.0,4.0,0.0038153181466328775,0.0
analytic_single,140,1–<5%,0.05,0.02,20,0.6,3.5,0.018993669976731974,0.0
analytic_single,140,1–<5%,0.05,0.05,20,1.0,4.0,0.018993669976731974,0.0
analytic_single,149,<1%,0.0,0.02,1,1.0,4.0,0.00020419586936921188,0.0
analytic_single,149,<1%,0.0,0.05,1,1.0,4.0,0.00020419586936921188,0.0
analytic_single,149,<1%,0.01,0.02,20,1.0,4.0,0.0031019823747604363,0.0
analytic_single,149,<1%,0.01,0.05,20,1.0,4.0,0.0031019823747604363,0.0
analytic_single,149,<1%,0.05,0.02,20,0.65,3.65,0.015465712205604828,0.0
analytic_single,149,<1%,0.05,0.05,20,1.0,4.0,0.015465712205604828,0.0
analytic_single,154,≥10%,0.0,0.02,1,1.0,4.0,0.00027130667388076084,0.0
analytic_single,154,≥10%,0.0,0.05,1,1.0,4.0,0.00027130667388076084,0.0
analytic_single,154,≥10%,0.01,0.02,20,1.0,4.0,0.0063537120332640236,0.0
analytic_single,154,≥10%,0.01,0.05,20,1.0,4.0,0.0063537120332640236,0.0
analytic_single,154,≥10%,0.05,0.02,20,0.25,2.95,0.0313199168045815,0.0
analytic_single,154,≥10%,0.05,0.05,20,0.85,3.85,0.0313199168045815,0.0
analytic_single,165,1–<5%,0.0,0.02,1,1.0,4.0,0.0004209193689647832,0.0
analytic_single,165,1–<5%,0.0,0.05,1,1.0,4.0,0.0004209193689647832,0.0
analytic_single,165,1–<5%,0.01,0.02,20,1.0,4.0,0.003558845157281982,0.0
analytic_single,165,1–<5%,0.01,0.05,20,1.0,4.0,0.003558845157281982,0.0
analytic_single,165,1–<5%,0.05,0.02,20,0.45,3.45,0.017301207390472813,0.0
analytic_single,165,1–<5%,0.05,0.05,20,1.0,4.0,0.017301207390472813,0.0
analytic_single,174,<1%,0.0,0.02,1,1.0,4.0,0.0003200151357442499,0.0
analytic_single,174,<1%,0.0,0.05,1,1.0,4.0,0.0003200151357442499,0.0
analytic_single,174,<1%,0.01,0.02,20,1.0,4.0,0.005198861812273134,0.0
analytic_single,174,<1%,0.01,0.05,20,1.0,4.0,0.005198861812273134,0.0
analytic_single,174,<1%,0.05,0.02,20,0.45,3.3,0.026304527476053895,0.0
analytic_single,174,<1%,0.05,0.05,20,0.9,3.9,0.026304527476053895,0.0
analytic_single,185,<1%,0.0,0.02,1,1.0,4.0,0.0006023140330991194,0.0
analytic_single,185,<1%,0.0,0.05,1,1.0,4.0,0.0006023140330991194,0.0
analytic_single,185,<1%,0.01,0.02,20,1.0,4.0,0.005018124450519118,0.0
analytic_single,185,<1%,0.01,0.05,20,1.0,4.0,0.005018124450519118,0.0
analytic_single,185,<1%,0.05,0.02,20,0.45,3.3,0.0243116452443375,0.0
analytic_single,185,<1%,0.05,0.05,20,1.0,4.0,0.0243116452443375,0.0
analytic_single,186,1–<5%,0.0,0.02,1,1.0,4.0,0.0005317046377799334,0.0
analytic_single,186,1–<5%,0.0,0.05,1,1.0,4.0,0.0005317046377799334,0.0
analytic_single,186,1–<5%,0.01,0.02,20,1.0,4.0,0.005083800777830071,0.0
analytic_single,186,1–<5%,0.01,0.05,20,1.0,4.0,0.005083800777830071,0.0
analytic_single,186,1–<5%,0.05,0.02,20,0.55,3.35,0.024953071832463022,0.0
analytic_single,186,1–<5%,0.05,0.05,20,0.85,3.85,0.024953071832463022,0.0
analytic_single,187,1–<5%,0.0,0.02,1,1.0,4.0,0.000356148258290965,0.0
analytic_single,187,1–<5%,0.0,0.05,1,1.0,4.0,0.000356148258290965,0.0
analytic_single,187,1–<5%,0.01,0.02,20,1.0,4.0,0.005654597558842194,0.0
analytic_single,187,1–<5%,0.01,0.05,20,1.0,4.0,0.005654597558842194,0.0
analytic_single,187,1–<5%,0.05,0.02,20,0.45,3.2,0.028463580725318183,0.0
analytic_single,187,1–<5%,0.05,0.05,20,0.85,3.85,0.028463580725318183,0.0
analytic_single,236,≥10%,0.0,0.02,1,1.0,4.0,0.0004712700794537519,0.0
analytic_single,236,≥10%,0.0,0.05,1,1.0,4.0,0.0004712700794537519,0.0
analytic_single,236,≥10%,0.01,0.02,20,1.0,4.0,0.0058084443015774066,0.0
analytic_single,236,≥10%,0.01,0.05,20,1.0,4.0,0.0058084443015774066,0.0
analytic_single,236,≥10%,0.05,0.02,20,0.35,2.95,0.029258371168693436,0.0
analytic_single,236,≥10%,0.05,0.05,20,0.9,3.9,0.029258371168693436,0.0
analytic_single,246,≥10%,0.0,0.02,1,1.0,4.0,0.00027940403073633397,0.0
analytic_single,246,≥10%,0.0,0.05,1,1.0,4.0,0.00027940403073633397,0.0
analytic_single,246,≥10%,0.01,0.02,20,1.0,4.0,0.004222681294328838,0.0
analytic_single,246,≥10%,0.01,0.05,20,1.0,4.0,0.004222681294328838,0.0
analytic_single,246,≥10%,0.05,0.02,20,0.6,3.55,0.0208918914610487,0.0
analytic_single,246,≥10%,0.05,0.05,20,1.0,4.0,0.0208918914610487,0.0
analytic_single,248,≥10%,0.0,0.02,1,1.0,4.0,0.00018423884817370134,0.0
analytic_single,248,≥10%,0.0,0.05,1,1.0,4.0,0.00018423884817370134,0.0
analytic_single,248,≥10%,0.01,0.02,20,1.0,4.0,0.004173500600505894,0.0
analytic_single,248,≥10%,0.01,0.05,20,1.0,4.0,0.004173500600505894,0.0
analytic_single,248,≥10%,0.05,0.02,20,0.65,3.5,0.020799809764183583,0.0
analytic_single,248,≥10%,0.05,0.05,20,0.95,3.95,0.020799809764183583,0.0
analytic_single,250,≥10%,0.0,0.02,1,1.0,4.0,0.0004739331516158689,0.0
analytic_single,250,≥10%,0.0,0.05,1,1.0,4.0,0.0004739331516158689,0.0
analytic_single,250,≥10%,0.01,0.02,20,1.0,4.0,0.0045931166340392685,0.0
analytic_single,250,≥10%,0.01,0.05,20,1.0,4.0,0.0045931166340392685,0.0
analytic_single,250,≥10%,0.05,0.02,20,0.55,3.5,0.02223569635073936,0.0
analytic_single,250,≥10%,0.05,0.05,20,0.95,3.95,0.02223569635073936,0.0
analytic_single,281,1–<5%,0.0,0.02,1,1.0,4.0,0.0005854524032953797,0.0
analytic_single,281,1–<5%,0.0,0.05,1,1.0,4.0,0.0005854524032953797,0.0
analytic_single,281,1–<5%,0.01,0.02,20,1.0,4.0,0.00422195631161168,0.0
analytic_single,281,1–<5%,0.01,0.05,20,1.0,4.0,0.00422195631161168,0.0
analytic_single,281,1–<5%,0.05,0.02,20,0.55,3.35,0.020519242750822637,0.0
analytic_single,281,1–<5%,0.05,0.05,20,1.0,4.0,0.020519242750822637,0.0
analytic_single,312,1–<5%,0.0,0.02,1,1.0,4.0,0.0005732929902846901,0.0
analytic_single,312,1–<5%,0.0,0.05,1,1.0,4.0,0.0005732929902846901,0.0
analytic_single,312,1–<5%,0.01,0.02,20,1.0,4.0,0.004363234530972704,0.0
analytic_single,312,1–<5%,0.01,0.05,20,1.0,4.0,0.004363234530972704,0.0
analytic_single,312,1–<5%,0.05,0.02,20,0.55,3.4,0.021286364040104717,0.0
analytic_single,312,1–<5%,0.05,0.05,20,0.95,3.95,0.021286364040104717,0.0
analytic_single,322,≥10%,0.0,0.02,1,1.0,4.0,0.000252612576839347,0.0
analytic_single,322,≥10%,0.0,0.05,1,1.0,4.0,0.000252612576839347,0.0
analytic_single,322,≥10%,0.01,0.02,20,1.0,4.0,0.005946293349772798,0.0
analytic_single,322,≥10%,0.01,0.05,20,1.0,4.0,0.005946293349772798,0.0
analytic_single,322,≥10%,0.05,0.02,20,0.3,3.2,0.029857480585186457,0.0
analytic_single,322,≥10%,0.05,0.05,20,0.9,3.9,0.029857480585186457,0.0
analytic_single,329,1–<5%,0.0,0.02,1,1.0,4.0,0.00033217771529078636,0.0
analytic_single,329,1–<5%,0.0,0.05,1,1.0,4.0,0.00033217771529078636,0.0
analytic_single,329,1–<5%,0.01,0.02,20,1.0,4.0,0.00496959422406754,0.0
analytic_single,329,1–<5%,0.01,0.05,20,1.0,4.0,0.00496959422406754,0.0
analytic_single,329,1–<5%,0.05,0.02,20,0.4,3.25,0.02405290691711379,0.0
analytic_single,329,1–<5%,0.05,0.05,20,0.9,3.9,0.02405290691711379,0.0
analytic_single,332,<1%,0.0,0.02,1,1.0,4.0,0.00043523126592880557,0.0
analytic_single,332,<1%,0.0,0.05,1,1.0,4.0,0.00043523126592880557,0.0
analytic_single,332,<1%,0.01,0.02,20,1.0,4.0,0.002651300749701242,0.0
analytic_single,332,<1%,0.01,0.05,20,1.0,4.0,0.002651300749701242,0.0
analytic_single,332,<1%,0.05,0.02,20,0.85,3.75,0.013071728536315155,0.0
analytic_single,332,<1%,0.05,0.05,20,1.0,4.0,0.013071728536315155,0.0
analytic_single,353,5–<10%,0.0,0.02,1,1.0,4.0,0.00021573700182436233,0.0
analytic_single,353,5–<10%,0.0,0.05,1,1.0,4.0,0.00021573700182436233,0.0
analytic_single,353,5–<10%,0.01,0.02,20,1.0,4.0,0.0029179023426747254,0.0
analytic_single,353,5–<10%,0.01,0.05,20,1.0,4.0,0.0029179023426747254,0.0
analytic_single,353,5–<10%,0.05,0.02,20,0.75,3.7,0.014665770213516241,0.0
analytic_single,353,5–<10%,0.05,0.05,20,1.0,4.0,0.014665770213516241,0.0
analytic_single,363,<1%,0.0,0.02,1,1.0,4.0,0.00019826777707196823,0.0
analytic_single,363,<1%,0.0,0.05,1,1.0,4.0,0.00019826777707196823,0.0
analytic_single,363,<1%,0.01,0.02,20,1.0,4.0,0.00534993187406888,0.0
analytic_single,363,<1%,0.01,0.05,20,1.0,4.0,0.00534993187406888,0.0
analytic_single,363,<1%,0.05,0.02,20,0.35,3.25,0.026900509205036126,0.0
analytic_single,363,<1%,0.05,0.05,20,0.9,3.9,0.026900509205036126,0.0
analytic_single,364,5–<10%,0.0,0.02,1,1.0,4.0,0.0002435948458160048,0.0
analytic_single,364,5–<10%,0.0,0.05,1,1.0,4.0,0.0002435948458160048,0.0
analytic_single,364,5–<10%,0.01,0.02,20,1.0,4.0,0.00488691908141293,0.0
analytic_single,364,5–<10%,0.01,0.05,20,1.0,4.0,0.00488691908141293,0.0
analytic_single,364,5–<10%,0.05,0.02,20,0.4,3.2,0.024138405499307465,0.0
analytic_single,364,5–<10%,0.05,0.05,20,1.0,4.0,0.024138405499307465,0.0
analytic_single,366,<1%,0.0,0.02,1,1.0,4.0,0.0008414869974982497,0.0
analytic_single,366,<1%,0.0,0.05,1,1.0,4.0,0.0008414869974982497,0.0
analytic_single,366,<1%,0.01,0.02,20,0.95,3.95,0.007699779677744175,0.0
analytic_single,366,<1%,0.01,0.05,20,1.0,4.0,0.007699779677744175,0.0
analytic_single,366,<1%,0.05,0.02,20,0.3,3.0,0.038561732555283716,0.0
analytic_single,366,<1%,0.05,0.05,20,0.75,3.75,0.038561732555283716,0.0
analytic_single,379,<1%,0.0,0.02,1,1.0,4.0,0.00037922166987724456,0.0
analytic_single,379,<1%,0.0,0.05,1,1.0,4.0,0.00037922166987724456,0.0
analytic_single,379,<1%,0.01,0.02,20,1.0,4.0,0.004603616222959206,0.0
analytic_single,379,<1%,0.01,0.05,20,1.0,4.0,0.004603616222959206,0.0
analytic_single,379,<1%,0.05,0.02,20,0.55,3.55,0.023265312257409004,0.0
analytic_single,379,<1%,0.05,0.05,20,0.95,3.95,0.023265312257409004,0.0
analytic_single,391,1–<5%,0.0,0.02,1,1.0,4.0,0.00045836839168217477,0.0
analytic_single,391,1–<5%,0.0,0.05,1,1.0,4.0,0.00045836839168217477,0.0
analytic_single,391,1–<5%,0.01,0.02,20,1.0,4.0,0.004111194308272312,0.0
analytic_single,391,1–<5%,0.01,0.05,20,1.0,4.0,0.004111194308272312,0.0
analytic_single,391,1–<5%,0.05,0.02,20,0.6,3.5,0.019703261422600257,0.0
analytic_single,391,1–<5%,0.05,0.05,20,1.0,4.0,0.019703261422600257,0.0
analytic_single,418,1–<5%,0.0,0.02,1,1.0,4.0,0.00045604907458989674,0.0
analytic_single,418,1–<5%,0.0,0.05,1,1.0,4.0,0.00045604907458989674,0.0
analytic_single,418,1–<5%,0.01,0.02,20,1.0,4.0,0.004523187520720966,0.0
analytic_single,418,1–<5%,0.01,0.05,20,1.0,4.0,0.004523187520720966,0.0
analytic_single,418,1–<5%,0.05,0.02,20,0.55,3.5,0.022788406670242026,0.0
analytic_single,418,1–<5%,0.05,0.05,20,1.0,4.0,0.022788406670242026,0.0
analytic_single,428,1–<5%,0.0,0.02,1,1.0,4.0,0.00020690408146374043,0.0
analytic_single,428,1–<5%,0.0,0.05,1,1.0,4.0,0.00020690408146374043,0.0
analytic_single,428,1–<5%,0.01,0.02,20,1.0,4.0,0.003453425420098369,0.0
analytic_single,428,1–<5%,0.01,0.05,20,1.0,4.0,0.003453425420098369,0.0
analytic_single,428,1–<5%,0.05,0.02,20,0.65,3.6,0.017341913502926742,0.0
analytic_single,428,1–<5%,0.05,0.05,20,1.0,4.0,0.017341913502926742,0.0
analytic_single,434,5–<10%,0.0,0.02,1,1.0,4.0,0.00031249649748415267,0.0
analytic_single,434,5–<10%,0.0,0.05,1,1.0,4.0,0.00031249649748415267,0.0
analytic_single,434,5–<10%,0.01,0.02,20,1.0,4.0,0.005023926930626607,0.0
analytic_single,434,5–<10%,0.01,0.05,20,1.0,4.0,0.005023926930626607,0.0
analytic_single,434,5–<10%,0.05,0.02,20,0.4,3.15,0.0252313868546049,0.0
analytic_single,434,5–<10%,0.05,0.05,20,0.85,3.85,0.0252313868546049,0.0
analytic_single,437,<1%,0.0,0.02,1,1.0,4.0,0.00029465870186754997,0.0
analytic_single,437,<1%,0.0,0.05,1,1.0,4.0,0.00029465870186754997,0.0
analytic_single,437,<1%,0.01,0.02,20,1.0,4.0,0.003374263966237436,0.0
analytic_single,437,<1%,0.01,0.05,20,1.0,4.0,0.003374263966237436,0.0
analytic_single,437,<1%,0.05,0.02,20,0.7,3.6,0.016188122564606507,0.0
analytic_single,437,<1%,0.05,0.05,20,1.0,4.0,0.016188122564606507,0.0
analytic_single,448,5–<10%,0.0,0.02,1,1.0,4.0,0.0007925148732532271,0.0
analytic_single,448,5–<10%,0.0,0.05,1,1.0,4.0,0.0007925148732532271,0.0
analytic_single,448,5–<10%,0.01,0.02,20,1.0,4.0,0.00712133548597772,0.0
analytic_single,448,5–<10%,0.01,0.05,20,1.0,4.0,0.00712133548597772,0.0
analytic_single,448,5–<10%,0.05,0.02,20,0.15,2.95,0.03524580677685999,0.0
analytic_single,448,5–<10%,0.05,0.05,20,0.75,3.75,0.03524580677685999,0.0
analytic_single,450,5–<10%,0.0,0.02,1,1.0,4.0,0.0003141626489114551,0.0
analytic_single,450,5–<10%,0.0,0.05,1,1.0,4.0,0.0003141626489114551,0.0
analytic_single,450,5–<10%,0.01,0.02,20,1.0,4.0,0.004878491554729071,0.0
analytic_single,450,5–<10%,0.01,0.05,20,1.0,4.0,0.004878491554729071,0.0
analytic_single,450,5–<10%,0.05,0.02,20,0.45,3.35,0.024113977832374286,0.0
analytic_single,450,5–<10%,0.05,0.05,20,0.9,3.9,0.024113977832374286,0.0
analytic_single,456,≥10%,0.0,0.02,1,1.0,4.0,0.0002235067306669193,0.0
analytic_single,456,≥10%,0.0,0.05,1,1.0,4.0,0.0002235067306669193,0.0
analytic_single,456,≥10%,0.01,0.02,20,1.0,4.0,0.0043891842561946965,0.0
analytic_single,456,≥10%,0.01,0.05,20,1.0,4.0,0.0043891842561946965,0.0
analytic_single,456,≥10%,0.05,0.02,20,0.55,3.45,0.02151783682234664,0.0
analytic_single,456,≥10%,0.05,0.05,20,0.95,3.95,0.02151783682234664,0.0
analytic_single,492,5–<10%,0.0,0.02,1,1.0,4.0,0.0005175876233111383,0.0
analytic_single,492,5–<10%,0.0,0.05,1,1.0,4.0,0.0005175876233111383,0.0
analytic_single,492,5–<10%,0.01,0.02,20,1.0,4.0,0.004005121508009359,0.0
analytic_single,492,5–<10%,0.01,0.05,20,1.0,4.0,0.004005121508009359,0.0
analytic_single,492,5–<10%,0.05,0.02,20,0.5,3.5,0.02019859745030596,0.0
analytic_single,492,5–<10%,0.05,0.05,20,1.0,4.0,0.02019859745030596,0.0
analytic_single,494,1–<5%,0.0,0.02,1,1.0,4.0,0.0002661663658786287,0.0
analytic_single,494,1–<5%,0.0,0.05,1,1.0,4.0,0.0002661663658786287,0.0
analytic_single,494,1–<5%,0.01,0.02,20,1.0,4.0,0.0035254134624748052,0.0
analytic_single,494,1–<5%,0.01,0.05,20,1.0,4.0,0.0035254134624748052,0.0
analytic_single,494,1–<5%,0.05,0.02,20,0.75,3.65,0.017999904507790928,0.0
analytic_single,494,1–<5%,0.05,0.05,20,1.0,4.0,0.017999904507790928,0.0
analytic_single,506,5–<10%,0.0,0.02,1,1.0,4.0,0.00029966156129065724,0.0
analytic_single,506,5–<10%,0.0,0.05,1,1.0,4.0,0.00029966156129065724,0.0
analytic_single,506,5–<10%,0.01,0.02,20,1.0,4.0,0.006343974020031337,0.0
analytic_single,506,5–<10%,0.01,0.05,20,1.0,4.0,0.006343974020031337,0.0
analytic_single,506,5–<10%,0.05,0.02,20,0.45,3.3,0.031265586622207034,0.0
analytic_single,506,5–<10%,0.05,0.05,20,0.7,3.7,0.031265586622207034,0.0
analytic_single,531,1–<5%,0.0,0.02,1,1.0,4.0,0.00037670016121334687,0.0
analytic_single,531,1–<5%,0.0,0.05,1,1.0,4.0,0.00037670016121334687,0.0
analytic_single,531,1–<5%,0.01,0.02,20,1.0,4.0,0.005241362743417693,0.0
analytic_single,531,1–<5%,0.01,0.05,20,1.0,4.0,0.005241362743417693,0.0
analytic_single,531,1–<5%,0.05,0.02,20,0.45,3.25,0.02566110541696866,0.0
analytic_single,531,1–<5%,0.05,0.05,20,0.95,3.95,0.02566110541696866,0.0
analytic_single,532,1–<5%,0.0,0.02,1,1.0,4.0,0.0004021587526265359,0.0
analytic_single,532,1–<5%,0.0,0.05,1,1.0,4.0,0.0004021587526265359,0.0
analytic_single,532,1–<5%,0.01,0.02,20,1.0,4.0,0.0046770708259877775,0.0
analytic_single,532,1–<5%,0.01,0.05,20,1.0,4.0,0.0046770708259877775,0.0
analytic_single,532,1–<5%,0.05,0.02,20,0.5,3.4,0.022735723961783957,0.0
analytic_single,532,1–<5%,0.05,0.05,20,0.9,3.9,0.022735723961783957,0.0
analytic_single,536,5–<10%,0.0,0.02,1,1.0,4.0,0.0003265386342114985,0.0
analytic_single,536,5–<10%,0.0,0.05,1,1.0,4.0,0.0003265386342114985,0.0
analytic_single,536,5–<10%,0.01,0.02,20,1.0,4.0,0.003478799776235364,0.0
analytic_single,536,5–<10%,0.01,0.05,20,1.0,4.0,0.003478799776235364,0.0
analytic_single,536,5–<10%,0.05,0.02,20,0.65,3.55,0.017139818629969557,0.0
analytic_single,536,5–<10%,0.05,0.05,20,1.0,4.0,0.017139818629969557,0.0
analytic_single,547,5–<10%,0.0,0.02,1,1.0,4.0,0.000414455672315824,0.0
analytic_single,547,5–<10%,0.0,0.05,1,1.0,4.0,0.000414455672315824,0.0
analytic_single,547,5–<10%,0.01,0.02,20,1.0,4.0,0.004413880985887178,0.0
analytic_single,547,5–<10%,0.01,0.05,20,1.0,4.0,0.004413880985887178,0.0
analytic_single,547,5–<10%,0.05,0.02,20,0.45,3.4,0.021956325650253756,0.0
analytic_single,547,5–<10%,0.05,0.05,20,1.0,4.0,0.021956325650253756,0.0
analytic_single,564,≥10%,0.0,0.02,1,1.0,4.0,0.0002032704699978682,0.0
analytic_single,564,≥10%,0.0,0.05,1,1.0,4.0,0.0002032704699978682,0.0
analytic_single,564,≥10%,0.01,0.02,20,1.0,4.0,0.004421782275859968,0.0
analytic_single,564,≥10%,0.01,0.05,20,1.0,4.0,0.004421782275859968,0.0
analytic_single,564,≥10%,0.05,0.02,20,0.5,3.4,0.02235674478927057,0.0
analytic_single,564,≥10%,0.05,0.05,20,1.0,4.0,0.02235674478927057,0.0
analytic_single,573,1–<5%,0.0,0.02,1,1.0,4.0,0.00020395871432796702,0.0
analytic_single,573,1–<5%,0.0,0.05,1,1.0,4.0,0.00020395871432796702,0.0
analytic_single,573,1–<5%,0.01,0.02,20,1.0,4.0,0.004109142396253802,0.0
analytic_single,573,1–<5%,0.01,0.05,20,1.0,4.0,0.004109142396253802,0.0
analytic_single,573,1–<5%,0.05,0.02,20,0.5,3.4,0.020612645281168202,0.0
analytic_single,573,1–<5%,0.05,0.05,20,1.0,4.0,0.020612645281168202,0.0
analytic_single,575,5–<10%,0.0,0.02,1,1.0,4.0,0.0003508135139948682,0.0
analytic_single,575,5–<10%,0.0,0.05,1,1.0,4.0,0.0003508135139948682,0.0
analytic_single,575,5–<10%,0.01,0.02,20,1.0,4.0,0.003860660479515739,0.0
analytic_single,575,5–<10%,0.01,0.05,20,1.0,4.0,0.003860660479515739,0.0
analytic_single,575,5–<10%,0.05,0.02,20,0.55,3.5,0.0190797609353472,0.0
analytic_single,575,5–<10%,0.05,0.05,20,1.0,4.0,0.0190797609353472,0.0
analytic_single,579,<1%,0.0,0.02,1,1.0,4.0,0.00042062526911669057,0.0
analytic_single,579,<1%,0.0,0.05,1,1.0,4.0,0.00042062526911669057,0.0
analytic_single,579,<1%,0.01,0.02,20,1.0,4.0,0.004088011199563559,0.0
analytic_single,579,<1%,0.01,0.05,20,1.0,4.0,0.004088011199563559,0.0
analytic_single,579,<1%,0.05,0.02,20,0.55,3.45,0.02021930620419063,0.0
analytic_single,579,<1%,0.05,0.05,20,0.95,3.95,0.02021930620419063,0.0
analytic_single,591,≥10%,0.0,0.02,1,1.0,4.0,0.00024194789999619677,0.0
analytic_single,591,≥10%,0.0,0.05,1,1.0,4.0,0.00024194789999619677,0.0
analytic_single,591,≥10%,0.01,0.02,20,1.0,4.0,0.00538809882143986,0.0
analytic_single,591,≥10%,0.01,0.05,20,1.0,4.0,0.00538809882143986,0.0
analytic_single,591,≥10%,0.05,0.02,20,0.35,2.9,0.026967008244649572,0.0
analytic_single,591,≥10%,0.05,0.05,20,0.95,3.95,0.026967008244649572,0.0
analytic_single,601,5–<10%,0.0,0.02,1,1.0,4.0,0.0004301505866706575,0.0
analytic_single,601,5–<10%,0.0,0.05,1,1.0,4.0,0.0004301505866706575,0.0
analytic_single,601,5–<10%,0.01,0.02,20,1.0,4.0,0.004207408003334319,0.0
analytic_single,601,5–<10%,0.01,0.05,20,1.0,4.0,0.004207408003334319,0.0
analytic_single,601,5–<10%,0.05,0.02,20,0.5,3.4,0.020798938777905764,0.0
analytic_single,601,5–<10%,0.05,0.05,20,0.95,3.95,0.020798938777905764,0.0
analytic_single,606,<1%,0.0,0.02,1,1.0,4.0,0.0006631520607421885,0.0
analytic_single,606,<1%,0.0,0.05,1,1.0,4.0,0.0006631520607421885,0.0
analytic_single,606,<1%,0.01,0.02,20,1.0,4.0,0.0035264794221839513,0.0
analytic_single,606,<1%,0.01,0.05,20,1.0,4.0,0.0035264794221839513,0.0
analytic_single,606,<1%,0.05,0.02,20,0.7,3.6,0.017597014119419146,0.0
analytic_single,606,<1%,0.05,0.05,20,0.95,3.95,0.017597014119419146,0.0
analytic_single,607,1–<5%,0.0,0.02,1,1.0,4.0,0.0005005896896051428,0.0
analytic_single,607,1–<5%,0.0,0.05,1,1.0,4.0,0.0005005896896051428,0.0
analytic_single,607,1–<5%,0.01,0.02,20,1.0,4.0,0.0027843534765732403,0.0
analytic_single,607,1–<5%,0.01,0.05,20,1.0,4.0,0.0027843534765732403,0.0
analytic_single,607,1–<5%,0.05,0.02,20,0.55,3.5,0.014022257347025016,0.0
analytic_single,607,1–<5%,0.05,0.05,20,1.0,4.0,0.014022257347025016,0.0
analytic_single,641,≥10%,0.0,0.02,1,1.0,4.0,0.00017626401197469622,0.0
analytic_single,641,≥10%,0.0,0.05,1,1.0,4.0,0.00017626401197469622,0.0
analytic_single,641,≥10%,0.01,0.02,20,0.95,3.95,0.007002749109707743,0.0
analytic_single,641,≥10%,0.01,0.05,20,1.0,4.0,0.007002749109707743,0.0
analytic_single,641,≥10%,0.05,0.02,20,0.3,3.1,0.03403148670345648,0.0
