method,layout_index,gap_bin,initial_sigma,tolerance,n_trials,success_rate,mean_visited,mean_worst_distance,nonfinite_rate
learned_multi,591,≥10%,0.05,0.02,20,0.3,2.8,0.02869698888804261,0.0
learned_multi,591,≥10%,0.05,0.05,20,0.95,3.95,0.02869698888804261,0.0
learned_multi,601,5–<10%,0.0,0.02,1,1.0,4.0,0.015691390623728256,0.0
learned_multi,601,5–<10%,0.0,0.05,1,1.0,4.0,0.015691390623728256,0.0
learned_multi,601,5–<10%,0.01,0.02,20,0.95,3.95,0.016661328925793643,0.0
learned_multi,601,5–<10%,0.01,0.05,20,1.0,4.0,0.016661328925793643,0.0
learned_multi,601,5–<10%,0.05,0.02,20,0.15,2.25,0.07189011329008307,0.0
learned_multi,601,5–<10%,0.05,0.05,20,0.6,3.3,0.07189011329008307,0.0
learned_multi,606,<1%,0.0,0.02,1,0.0,2.0,0.024424765300633394,0.0
learned_multi,606,<1%,0.0,0.05,1,1.0,4.0,0.024424765300633394,0.0
learned_multi,606,<1%,0.01,0.02,20,0.0,2.5,0.027922202114852173,0.0
learned_multi,606,<1%,0.01,0.05,20,1.0,4.0,0.027922202114852173,0.0
learned_multi,606,<1%,0.05,0.02,20,0.0,2.0,0.0932852858241337,0.0
learned_multi,606,<1%,0.05,0.05,20,0.6,3.3,0.0932852858241337,0.0
learned_multi,607,1–<5%,0.0,0.02,1,0.0,1.0,0.1790423745508132,0.0
learned_multi,607,1–<5%,0.0,0.05,1,0.0,2.0,0.1790423745508132,0.0
learned_multi,607,1–<5%,0.01,0.02,20,0.0,1.15,0.20640394884441943,0.0
learned_multi,607,1–<5%,0.01,0.05,20,0.0,2.0,0.20640394884441943,0.0
learned_multi,607,1–<5%,0.05,0.02,20,0.0,1.2,0.28672747368334306,0.0
learned_multi,607,1–<5%,0.05,0.05,20,0.0,1.95,0.28672747368334306,0.0
learned_multi,641,≥10%,0.0,0.02,1,1.0,4.0,0.011540175578668283,0.0
learned_multi,641,≥10%,0.0,0.05,1,1.0,4.0,0.011540175578668283,0.0
learned_multi,641,≥10%,0.01,0.02,20,1.0,4.0,0.012122694166409018,0.0
learned_multi,641,≥10%,0.01,0.05,20,1.0,4.0,0.012122694166409018,0.0
learned_multi,641,≥10%,0.05,0.02,20,0.3,3.05,0.03845845069856489,0.0
learned_multi,641,≥10%,0.05,0.05,20,0.8,3.7,0.03845845069856489,0.0
learned_multi,647,<1%,0.0,0.02,1,0.0,2.0,0.1744741713539224,0.0
learned_multi,647,<1%,0.0,0.05,1,0.0,2.0,0.1744741713539224,0.0
learned_multi,647,<1%,0.01,0.02,20,0.0,2.2,0.17345372490458036,0.0
learned_multi,647,<1%,0.01,0.05,20,0.15,2.5,0.17345372490458036,0.0
learned_multi,647,<1%,0.05,0.02,20,0.0,1.85,0.23993806362670078,0.0
learned_multi,647,<1%,0.05,0.05,20,0.05,2.55,0.23993806362670078,0.0
learned_multi,648,5–<10%,0.0,0.02,1,1.0,4.0,0.009930410975277247,0.0
learned_multi,648,5–<10%,0.0,0.05,1,1.0,4.0,0.009930410975277247,0.0
learned_multi,648,5–<10%,0.01,0.02,20,1.0,4.0,0.011649314742282785,0.0
learned_multi,648,5–<10%,0.01,0.05,20,1.0,4.0,0.011649314742282785,0.0
learned_multi,648,5–<10%,0.05,0.02,20,0.25,2.8,0.05166803369559049,0.0
learned_multi,648,5–<10%,0.05,0.05,20,0.8,3.7,0.05166803369559049,0.0
learned_multi,660,<1%,0.0,0.02,1,1.0,4.0,0.016707247253562197,0.0
learned_multi,660,<1%,0.0,0.05,1,1.0,4.0,0.016707247253562197,0.0
learned_multi,660,<1%,0.01,0.02,20,0.6,3.4,0.027536388265274957,0.0
learned_multi,660,<1%,0.01,0.05,20,0.9,3.9,0.027536388265274957,0.0
learned_multi,660,<1%,0.05,0.02,20,0.15,2.25,0.16712621273903008,0.0
learned_multi,660,<1%,0.05,0.05,20,0.35,3.0,0.16712621273903008,0.0
learned_multi,690,<1%,0.0,0.02,1,0.0,3.0,0.0753915525412211,0.0
learned_multi,690,<1%,0.0,0.05,1,0.0,3.0,0.0753915525412211,0.0
learned_multi,690,<1%,0.01,0.02,20,0.0,2.95,0.0758422005829161,0.0
learned_multi,690,<1%,0.01,0.05,20,0.0,3.0,0.0758422005829161,0.0
learned_multi,690,<1%,0.05,0.02,20,0.0,1.9,0.10490379970804002,0.0
learned_multi,690,<1%,0.05,0.05,20,0.05,2.65,0.10490379970804002,0.0
learned_multi,710,<1%,0.0,0.02,1,0.0,3.0,0.2562334866895569,0.0
learned_multi,710,<1%,0.0,0.05,1,0.0,3.0,0.2562334866895569,0.0
learned_multi,710,<1%,0.01,0.02,20,0.0,2.45,0.2553401283520608,0.0
learned_multi,710,<1%,0.01,0.05,20,0.0,3.0,0.2553401283520608,0.0
learned_multi,710,<1%,0.05,0.02,20,0.0,1.4,0.2702822882911225,0.0
learned_multi,710,<1%,0.05,0.05,20,0.0,2.65,0.2702822882911225,0.0
learned_multi,712,5–<10%,0.0,0.02,1,1.0,4.0,0.010705322051454406,0.0
learned_multi,712,5–<10%,0.0,0.05,1,1.0,4.0,0.010705322051454406,0.0
learned_multi,712,5–<10%,0.01,0.02,20,1.0,4.0,0.012061946912280661,0.0
learned_multi,712,5–<10%,0.01,0.05,20,1.0,4.0,0.012061946912280661,0.0
learned_multi,712,5–<10%,0.05,0.02,20,0.2,2.8,0.02604418211641573,0.0
learned_multi,712,5–<10%,0.05,0.05,20,1.0,4.0,0.02604418211641573,0.0
learned_multi,722,<1%,0.0,0.02,1,0.0,1.0,0.33151780655304397,0.0
learned_multi,722,<1%,0.0,0.05,1,0.0,3.0,0.33151780655304397,0.0
learned_multi,722,<1%,0.01,0.02,20,0.0,1.35,0.20392264629946308,0.0
learned_multi,722,<1%,0.01,0.05,20,0.35,2.9,0.20392264629946308,0.0
learned_multi,722,<1%,0.05,0.02,20,0.05,1.9,0.18323534174287123,0.0
learned_multi,722,<1%,0.05,0.05,20,0.3,2.95,0.18323534174287123,0.0
learned_multi,731,<1%,0.0,0.02,1,0.0,3.0,0.07192692966582351,0.0
learned_multi,731,<1%,0.0,0.05,1,0.0,3.0,0.07192692966582351,0.0
learned_multi,731,<1%,0.01,0.02,20,0.0,3.0,0.0691794388981468,0.0
learned_multi,731,<1%,0.01,0.05,20,0.05,3.05,0.0691794388981468,0.0
learned_multi,731,<1%,0.05,0.02,20,0.05,2.35,0.08355520760483935,0.0
learned_multi,731,<1%,0.05,0.05,20,0.1,3.1,0.08355520760483935,0.0
learned_multi,749,<1%,0.0,0.02,1,0.0,1.0,0.05193555557121465,0.0
learned_multi,749,<1%,0.0,0.05,1,0.0,2.0,0.05193555557121465,0.0
learned_multi,749,<1%,0.01,0.02,20,0.0,0.95,0.09365028933629448,0.0
learned_multi,749,<1%,0.01,0.05,20,0.05,2.55,0.09365028933629448,0.0
learned_multi,749,<1%,0.05,0.02,20,0.0,1.5,0.315753579622389,0.0
learned_multi,749,<1%,0.05,0.05,20,0.0,2.05,0.315753579622389,0.0
learned_multi,776,5–<10%,0.0,0.02,1,1.0,4.0,0.007130263984923058,0.0
learned_multi,776,5–<10%,0.0,0.05,1,1.0,4.0,0.007130263984923058,0.0
learned_multi,776,5–<10%,0.01,0.02,20,1.0,4.0,0.010459105284537602,0.0
learned_multi,776,5–<10%,0.01,0.05,20,1.0,4.0,0.010459105284537602,0.0
learned_multi,776,5–<10%,0.05,0.02,20,0.25,2.55,0.044247324447814,0.0
learned_multi,776,5–<10%,0.05,0.05,20,0.75,3.75,0.044247324447814,0.0
learned_multi,777,1–<5%,0.0,0.02,1,1.0,4.0,0.014451673881341914,0.0
learned_multi,777,1–<5%,0.0,0.05,1,1.0,4.0,0.014451673881341914,0.0
learned_multi,777,1–<5%,0.01,0.02,20,1.0,4.0,0.014958352653820575,0.0
learned_multi,777,1–<5%,0.01,0.05,20,1.0,4.0,0.014958352653820575,0.0
learned_multi,777,1–<5%,0.05,0.02,20,0.3,2.4,0.10228126885152844,0.0
learned_multi,777,1–<5%,0.05,0.05,20,0.55,3.35,0.10228126885152844,0.0
learned_multi,784,5–<10%,0.0,0.02,1,1.0,4.0,0.007854915063042046,0.0
learned_multi,784,5–<10%,0.0,0.05,1,1.0,4.0,0.007854915063042046,0.0
learned_multi,784,5–<10%,0.01,0.02,20,1.0,4.0,0.008303134899875244,0.0
learned_multi,784,5–<10%,0.01,0.05,20,1.0,4.0,0.008303134899875244,0.0
learned_multi,784,5–<10%,0.05,0.02,20,0.7,3.5,0.028173927002590228,0.0
learned_multi,784,5–<10%,0.05,0.05,20,0.8,3.8,0.028173927002590228,0.0
learned_multi,789,5–<10%,0.0,0.02,1,0.0,3.0,0.3024313899097285,0.0
learned_multi,789,5–<10%,0.0,0.05,1,0.0,3.0,0.3024313899097285,0.0
learned_multi,789,5–<10%,0.01,0.02,20,0.0,3.0,0.3038664546002382,0.0
learned_multi,789,5–<10%,0.01,0.05,20,0.0,3.0,0.3038664546002382,0.0
learned_multi,789,5–<10%,0.05,0.02,20,0.05,2.35,0.3155407565950514,0.0
learned_multi,789,5–<10%,0.05,0.05,20,0.1,2.65,0.3155407565950514,0.0
learned_multi,792,5–<10%,0.0,0.02,1,1.0,4.0,0.007899596979078782,0.0
learned_multi,792,5–<10%,0.0,0.05,1,1.0,4.0,0.007899596979078782,0.0
learned_multi,792,5–<10%,0.01,0.02,20,1.0,4.0,0.00999727614037708,0.0
learned_multi,792,5–<10%,0.01,0.05,20,1.0,4.0,0.00999727614037708,0.0
learned_multi,792,5–<10%,0.05,0.02,20,0.15,2.2,0.13895669742992006,0.0
learned_multi,792,5–<10%,0.05,0.05,20,0.45,2.95,0.13895669742992006,0.0
learned_multi,797,1–<5%,0.0,0.02,1,0.0,3.0,0.04052366999415166,0.0
learned_multi,797,1–<5%,0.0,0.05,1,1.0,4.0,0.04052366999415166,0.0
learned_multi,797,1–<5%,0.01,0.02,20,0.05,2.9,0.04981503571170624,0.0
learned_multi,797,1–<5%,0.01,0.05,20,0.7,3.6,0.04981503571170624,0.0
learned_multi,797,1–<5%,0.05,0.02,20,0.1,2.25,0.10676138625214995,0.0
learned_multi,797,1–<5%,0.05,0.05,20,0.5,3.15,0.10676138625214995,0.0
learned_multi,804,≥10%,0.0,0.02,1,1.0,4.0,0.007764660656120147,0.0
learned_multi,804,≥10%,0.0,0.05,1,1.0,4.0,0.007764660656120147,0.0
learned_multi,804,≥10%,0.01,0.02,20,1.0,4.0,0.008806478804866649,0.0
learned_multi,804,≥10%,0.01,0.05,20,1.0,4.0,0.008806478804866649,0.0
learned_multi,804,≥10%,0.05,0.02,20,0.5,3.35,0.020827980988239646,0.0
learned_multi,804,≥10%,0.05,0.05,20,1.0,4.0,0.020827980988239646,0.0
learned_multi,815,<1%,0.0,0.02,1,0.0,2.0,0.15544321018302865,0.0
learned_multi,815,<1%,0.0,0.05,1,0.0,2.0,0.15544321018302865,0.0
learned_multi,815,<1%,0.01,0.02,20,0.0,1.75,0.14744980986388817,0.0
learned_multi,815,<1%,0.01,0.05,20,0.0,2.2,0.14744980986388817,0.0
learned_multi,815,<1%,0.05,0.02,20,0.0,1.95,0.15152866994400144,0.0
learned_multi,815,<1%,0.05,0.05,20,0.0,2.6,0.15152866994400144,0.0
learned_multi,820,<1%,0.0,0.02,1,0.0,2.0,0.08664389735349755,0.0
learned_multi,820,<1%,0.0,0.05,1,0.0,3.0,0.08664389735349755,0.0
learned_multi,820,<1%,0.01,0.02,20,0.2,2.45,0.1133020170417256,0.0
learned_multi,820,<1%,0.01,0.05,20,0.3,3.3,0.1133020170417256,0.0
learned_multi,820,<1%,0.05,0.02,20,0.0,1.85,0.1637735925973899,0.0
learned_multi,820,<1%,0.05,0.05,20,0.0,2.85,0.1637735925973899,0.0
learned_multi,822,5–<10%,0.0,0.02,1,0.0,2.0,0.24568015218850175,0.0
learned_multi,822,5–<10%,0.0,0.05,1,0.0,3.0,0.24568015218850175,0.0
learned_multi,822,5–<10%,0.01,0.02,20,0.0,2.0,0.24604684364714013,0.0
learned_multi,822,5–<10%,0.01,0.05,20,0.0,3.0,0.24604684364714013,0.0
learned_multi,822,5–<10%,0.05,0.02,20,0.0,1.85,0.22772801360204267,0.0
learned_multi,822,5–<10%,0.05,0.05,20,0.15,2.85,0.22772801360204267,0.0
learned_multi,841,≥10%,0.0,0.02,1,1.0,4.0,0.011967715683823162,0.0
learned_multi,841,≥10%,0.0,0.05,1,1.0,4.0,0.011967715683823162,0.0
learned_multi,841,≥10%,0.01,0.02,20,1.0,4.0,0.011957326775051635,0.0
learned_multi,841,≥10%,0.01,0.05,20,1.0,4.0,0.011957326775051635,0.0
learned_multi,841,≥10%,0.05,0.02,20,0.4,3.0,0.024241149196942736,0.0
learned_multi,841,≥10%,0.05,0.05,20,1.0,4.0,0.024241149196942736,0.0
learned_multi,851,1–<5%,0.0,0.02,1,0.0,3.0,0.020184030241548544,0.0
learned_multi,851,1–<5%,0.0,0.05,1,1.0,4.0,0.020184030241548544,0.0
learned_multi,851,1–<5%,0.01,0.02,20,0.6,3.45,0.02181170909529552,0.0
learned_multi,851,1–<5%,0.01,0.05,20,1.0,4.0,0.02181170909529552,0.0
learned_multi,851,1–<5%,0.05,0.02,20,0.4,3.0,0.04245685275544879,0.0
learned_multi,851,1–<5%,0.05,0.05,20,0.75,3.6,0.04245685275544879,0.0
learned_multi,870,≥10%,0.0,0.02,1,1.0,4.0,0.008760191910154034,0.0
learned_multi,870,≥10%,0.0,0.05,1,1.0,4.0,0.008760191910154034,0.0
learned_multi,870,≥10%,0.01,0.02,20,0.95,3.95,0.014849444593310699,0.0
learned_multi,870,≥10%,0.01,0.05,20,0.95,3.95,0.014849444593310699,0.0
learned_multi,870,≥10%,0.05,0.02,20,0.5,3.1,0.05462862791849299,0.0
learned_multi,870,≥10%,0.05,0.05,20,0.85,3.8,0.05462862791849299,0.0
learned_multi,877,5–<10%,0.0,0.02,1,1.0,4.0,0.013221942269329249,0.0
learned_multi,877,5–<10%,0.0,0.05,1,1.0,4.0,0.013221942269329249,0.0
learned_multi,877,5–<10%,0.01,0.02,20,0.6,3.6,0.018035646848801722,0.0
learned_multi,877,5–<10%,0.01,0.05,20,1.0,4.0,0.018035646848801722,0.0
learned_multi,877,5–<10%,0.05,0.02,20,0.25,2.5,0.21110083038907299,0.0
learned_multi,877,5–<10%,0.05,0.05,20,0.4,3.0,0.21110083038907299,0.0
learned_multi,884,≥10%,0.0,0.02,1,1.0,4.0,0.013242294105967297,0.0
learned_multi,884,≥10%,0.0,0.05,1,1.0,4.0,0.013242294105967297,0.0
learned_multi,884,≥10%,0.01,0.02,20,0.9,3.9,0.012358380101386318,0.0
learned_multi,884,≥10%,0.01,0.05,20,1.0,4.0,0.012358380101386318,0.0
learned_multi,884,≥10%,0.05,0.02,20,0.45,3.15,0.02752102666382204,0.0
learned_multi,884,≥10%,0.05,0.05,20,0.8,3.8,0.02752102666382204,0.0
learned_multi,887,<1%,0.0,0.02,1,0.0,2.0,0.0625467180650634,0.0
learned_multi,887,<1%,0.0,0.05,1,0.0,3.0,0.0625467180650634,0.0
learned_multi,887,<1%,0.01,0.02,20,0.0,1.85,0.17850421986507642,0.0
learned_multi,887,<1%,0.01,0.05,20,0.0,2.75,0.17850421986507642,0.0
learned_multi,887,<1%,0.05,0.02,20,0.0,1.1,0.20555222589799432,0.0
learned_multi,887,<1%,0.05,0.05,20,0.05,2.2,0.20555222589799432,0.0
learned_multi,888,5–<10%,0.0,0.02,1,1.0,4.0,0.019148870645504995,0.0
learned_multi,888,5–<10%,0.0,0.05,1,1.0,4.0,0.019148870645504995,0.0
learned_multi,888,5–<10%,0.01,0.02,20,0.6,3.6,0.01900195830525389,0.0
learned_multi,888,5–<10%,0.01,0.05,20,1.0,4.0,0.01900195830525389,0.0
learned_multi,888,5–<10%,0.05,0.02,20,0.15,2.55,0.08784712689222822,0.0
learned_multi,888,5–<10%,0.05,0.05,20,0.75,3.5,0.08784712689222822,0.0
learned_multi,896,≥10%,0.0,0.02,1,1.0,4.0,0.007753767315496572,0.0
learned_multi,896,≥10%,0.0,0.05,1,1.0,4.0,0.007753767315496572,0.0
learned_multi,896,≥10%,0.01,0.02,20,1.0,4.0,0.009478058008504982,0.0
learned_multi,896,≥10%,0.01,0.05,20,1.0,4.0,0.009478058008504982,0.0
learned_multi,896,≥10%,0.05,0.02,20,0.35,3.05,0.03285152067132892,0.0
learned_multi,896,≥10%,0.05,0.05,20,0.85,3.85,0.03285152067132892,0.0
learned_multi,899,≥10%,0.0,0.02,1,1.0,4.0,0.016623275742475817,0.0
learned_multi,899,≥10%,0.0,0.05,1,1.0,4.0,0.016623275742475817,0.0
learned_multi,899,≥10%,0.01,0.02,20,1.0,4.0,0.016669957263487373,0.0
learned_multi,899,≥10%,0.01,0.05,20,1.0,4.0,0.016669957263487373,0.0
learned_multi,899,≥10%,0.05,0.02,20,0.3,2.8,0.042392437165029634,0.0
learned_multi,899,≥10%,0.05,0.05,20,0.7,3.7,0.042392437165029634,0.0
learned_multi,904,5–<10%,0.0,0.02,1,1.0,4.0,0.008923296037844274,0.0
learned_multi,904,5–<10%,0.0,0.05,1,1.0,4.0,0.008923296037844274,0.0
learned_multi,904,5–<10%,0.01,0.02,20,0.95,3.95,0.011073637423775016,0.0
learned_multi,904,5–<10%,0.01,0.05,20,1.0,4.0,0.011073637423775016,0.0
learned_multi,904,5–<10%,0.05,0.02,20,0.25,2.8,0.04407672273426215,0.0
learned_multi,904,5–<10%,0.05,0.05,20,0.65,3.6,0.04407672273426215,0.0
learned_multi,912,1–<5%,0.0,0.02,1,0.0,2.0,0.14175039846743806,0.0
learned_multi,912,1–<5%,0.0,0.05,1,0.0,3.0,0.14175039846743806,0.0
learned_multi,912,1–<5%,0.01,0.02,20,0.0,2.3,0.12117696597626745,0.0
learned_multi,912,1–<5%,0.01,0.05,20,0.0,2.8,0.12117696597626745,0.0
learned_multi,912,1–<5%,0.05,0.02,20,0.0,1.6,0.22662269600167084,0.0
learned_multi,912,1–<5%,0.05,0.05,20,0.0,2.35,0.22662269600167084,0.0
learned_multi,930,1–<5%,0.0,0.02,1,1.0,4.0,0.0061445773948499375,0.0
learned_multi,930,1–<5%,0.0,0.05,1,1.0,4.0,0.0061445773948499375,0.0
learned_multi,930,1–<5%,0.01,0.02,20,0.35,3.0,0.1104484153843071,0.0
learned_multi,930,1–<5%,0.01,0.05,20,0.4,3.4,0.1104484153843071,0.0
learned_multi,930,1–<5%,0.05,0.02,20,0.0,1.65,0.16845054565168718,0.0
learned_multi,930,1–<5%,0.05,0.05,20,0.2,2.3,0.16845054565168718,0.0
learned_multi,931,1–<5%,0.0,0.02,1,1.0,4.0,0.014651353068426609,0.0
learned_multi,931,1–<5%,0.0,0.05,1,1.0,4.0,0.014651353068426609,0.0
learned_multi,931,1–<5%,0.01,0.02,20,0.8,3.7,0.025606062682335423,0.0
learned_multi,931,1–<5%,0.01,0.05,20,0.9,3.9,0.025606062682335423,0.0
learned_multi,931,1–<5%,0.05,0.02,20,0.2,2.5,0.10517911057081988,0.0
learned_multi,931,1–<5%,0.05,0.05,20,0.5,3.3,0.10517911057081988,0.0
learned_multi,938,≥10%,0.0,0.02,1,1.0,4.0,0.012320020594405503,0.0
learned_multi,938,≥10%,0.0,0.05,1,1.0,4.0,0.012320020594405503,0.0
learned_multi,938,≥10%,0.01,0.02,20,1.0,4.0,0.013883006674886669,0.0
learned_multi,938,≥10%,0.01,0.05,20,1.0,4.0,0.013883006674886669,0.0
learned_multi,938,≥10%,0.05,0.02,20,0.35,3.05,0.05275466501802282,0.0
learned_multi,938,≥10%,0.05,0.05,20,0.85,3.85,0.05275466501802282,0.0
learned_multi,939,1–<5%,0.0,0.02,1,1.0,4.0,0.016006562548236142,0.0
learned_multi,939,1–<5%,0.0,0.05,1,1.0,4.0,0.016006562548236142,0.0
learned_multi,939,1–<5%,0.01,0.02,20,0.9,3.9,0.015957507420365342,0.0
learned_multi,939,1–<5%,0.01,0.05,20,1.0,4.0,0.015957507420365342,0.0
learned_multi,939,1–<5%,0.05,0.02,20,0.25,2.3,0.08133860484503368,0.0
learned_multi,939,1–<5%,0.05,0.05,20,0.75,3.55,0.08133860484503368,0.0
learned_multi,944,1–<5%,0.0,0.02,1,0.0,2.0,0.057408923933253364,0.0
learned_multi,944,1–<5%,0.0,0.05,1,0.0,3.0,0.057408923933253364,0.0
learned_multi,944,1–<5%,0.01,0.02,20,0.0,2.55,0.06983252990556042,0.0
learned_multi,944,1–<5%,0.01,0.05,20,0.1,2.9,0.06983252990556042,0.0
learned_multi,944,1–<5%,0.05,0.02,20,0.0,1.2,0.1705530420694076,0.0
learned_multi,944,1–<5%,0.05,0.05,20,0.0,2.55,0.1705530420694076,0.0
learned_multi,946,5–<10%,0.0,0.02,1,1.0,4.0,0.011606732517302942,0.0
learned_multi,946,5–<10%,0.0,0.05,1,1.0,4.0,0.011606732517302942,0.0
learned_multi,946,5–<10%,0.01,0.02,20,1.0,4.0,0.012600150552428888,0.0
learned_multi,946,5–<10%,0.01,0.05,20,1.0,4.0,0.012600150552428888,0.0
learned_multi,946,5–<10%,0.05,0.02,20,0.45,3.3,0.037869397933387,0.0
learned_multi,946,5–<10%,0.05,0.05,20,0.9,3.85,0.037869397933387,0.0
learned_multi,950,1–<5%,0.0,0.02,1,0.0,3.0,0.09010562778280264,0.0
learned_multi,950,1–<5%,0.0,0.05,1,0.0,3.0,0.09010562778280264,0.0
learned_multi,950,1–<5%,0.01,0.02,20,0.0,2.75,0.0897479882938707,0.0
learned_multi,950,1–<5%,0.01,0.05,20,0.0,3.0,0.0897479882938707,0.0
learned_multi,950,1–<5%,0.05,0.02,20,0.0,1.5,0.08690986324778428,0.0
learned_multi,950,1–<5%,0.05,0.05,20,0.1,2.75,0.08690986324778428,0.0
learned_multi,954,<1%,0.0,0.02,1,0.0,1.0,0.4386751500405088,0.0
learned_multi,954,<1%,0.0,0.05,1,0.0,3.0,0.4386751500405088,0.0
learned_multi,954,<1%,0.01,0.02,20,0.0,1.8,0.4384324567141141,0.0
learned_multi,954,<1%,0.01,0.05,20,0.0,2.1,0.4384324567141141,0.0
learned_multi,954,<1%,0.05,0.02,20,0.0,1.85,0.47089449544918666,0.0
learned_multi,954,<1%,0.05,0.05,20,0.0,2.05,0.47089449544918666,0.0
learned_multi,967,≥10%,0.0,0.02,1,1.0,4.0,0.00731260771401276,0.0
learned_multi,967,≥10%,0.0,0.05,1,1.0,4.0,0.00731260771401276,0.0
learned_multi,967,≥10%,0.01,0.02,20,1.0,4.0,0.007671171758068057,0.0
learned_multi,967,≥10%,0.01,0.05,20,1.0,4.0,0.007671171758068057,0.0
learned_multi,967,≥10%,0.05,0.02,20,0.75,3.65,0.01753827130773038,0.0
learned_multi,967,≥10%,0.05,0.05,20,1.0,4.0,0.01753827130773038,0.0
learned_multi,982,1–<5%,0.0,0.02,1,0.0,2.0,0.40722471069241256,0.0
learned_multi,982,1–<5%,0.0,0.05,1,0.0,2.0,0.40722471069241256,0.0
learned_multi,982,1–<5%,0.01,0.02,20,0.0,2.55,0.37062020508858845,0.0
learned_multi,982,1–<5%,0.01,0.05,20,0.05,2.65,0.37062020508858845,0.0
learned_multi,982,1–<5%,0.05,0.02,20,0.0,1.5,0.35030632651686433,0.0
learned_multi,982,1–<5%,0.05,0.05,20,0.05,2.45,0.35030632651686433,0.0
learned_multi,993,<1%,0.0,0.02,1,0.0,1.0,0.18353093537738124,0.0
learned_multi,993,<1%,0.0,0.05,1,0.0,2.0,0.18353093537738124,0.0
learned_multi,993,<1%,0.01,0.02,20,0.0,1.1,0.181371695367478,0.0
learned_multi,993,<1%,0.01,0.05,20,0.0,2.35,0.181371695367478,0.0
learned_multi,993,<1%,0.05,0.02,20,0.0,1.3,0.16888426523333894,0.0
learned_multi,993,<1%,0.05,0.05,20,0.0,2.4,0.16888426523333894,0.0
analytic_single,3,≥10%,0.0,0.02,1,1.0,4.0,0.0003021692127202567,0.0
analytic_single,3,≥10%,0.0,0.05,1,1.0,4.0,0.0003021692127202567,0.0
analytic_single,3,≥10%,0.01,0.02,20,1.0,4.0,0.0028540844704122307,0.0
analytic_single,3,≥10%,0.01,0.05,20,1.0,4.0,0.0028540844704122307,0.0
analytic_single,3,≥10%,0.05,0.02,20,0.7,3.65,0.01395704073295429,0.0
analytic_single,3,≥10%,0.05,0.05,20,1.0,4.0,0.01395704073295429,0.0
analytic_single,8,5–<10%,0.0,0.02,1,1.0,4.0,0.0003654662154155772,0.0
analytic_single,8,5–<10%,0.0,0.05,1,1.0,4.0,0.0003654662154155772,0.0
analytic_single,8,5–<10%,0.01,0.02,20,1.0,4.0,0.0031885848913819305,0.0
analytic_single,8,5–<10%,0.01,0.05,20,1.0,4.0,0.0031885848913819305,0.0
analytic_single,8,5–<10%,0.05,0.02,20,0.65,3.5,0.01573496406903719,0.0
analytic_single,8,5–<10%,0.05,0.05,20,1.0,4.0,0.01573496406903719,0.0
analytic_single,15,≥10%,0.0,0.02,1,1.0,4.0,0.0003597076309833829,0.0
analytic_single,15,≥10%,0.0,0.05,1,1.0,4.0,0.0003597076309833829,0.0
analytic_single,15,≥10%,0.01,0.02,20,1.0,4.0,0.006208548329070438,0.0
analytic_single,15,≥10%,0.01,0.05,20,1.0,4.0,0.006208548329070438,0.0
analytic_single,15,≥10%,0.05,0.02,20,0.3,3.1,0.030867272052213224,0.0
analytic_single,15,≥10%,0.05,0.05,20,0.85,3.85,0.030867272052213224,0.0
analytic_single,28,≥10%,0.0,0.02,1,1.0,4.0,0.00027197027773340253,0.0
analytic_single,28,≥10%,0.0,0.05,1,1.0,4.0,0.00027197027773340253,0.0
analytic_single,28,≥10%,0.01,0.02,20,1.0,4.0,0.0053014875819724985,0.0
analytic_single,28,≥10%,0.01,0.05,20,1.0,4.0,0.0053014875819724985,0.0
analytic_single,28,≥10%,0.05,0.02,20,0.65,3.3,0.026481081751580975,0.0
analytic_single,28,≥10%,0.05,0.05,20,0.9,3.85,0.026481081751580975,0.0
analytic_single,40,5–<10%,0.0,0.02,1,1.0,4.0,0.00013071753419613956,0.0
analytic_single,40,5–<10%,0.0,0.05,1,1.0,4.0,0.00013071753419613956,0.0
analytic_single,40,5–<10%,0.01,0.02,20,1.0,4.0,0.005252862017336312,0.0
analytic_single,40,5–<10%,0.01,0.05,20,1.0,4.0,0.005252862017336312,0.0
analytic_single,40,5–<10%,0.05,0.02,20,0.5,3.45,0.02664331180303247,0.0
analytic_single,40,5–<10%,0.05,0.05,20,0.85,3.85,0.02664331180303247,0.0
analytic_single,43,<1%,0.0,0.02,1,1.0,4.0,0.000634871133696832,0.0
analytic_single,43,<1%,0.0,0.05,1,1.0,4.0,0.000634871133696832,0.0
analytic_single,43,<1%,0.01,0.02,20,1.0,4.0,0.0031420884701212847,0.0
analytic_single,43,<1%,0.01,0.05,20,1.0,4.0,0.0031420884701212847,0.0
analytic_single,43,<1%,0.05,0.02,20,0.7,3.7,0.01518663269387172,0.0
analytic_single,43,<1%,0.05,0.05,20,1.0,4.0,0.01518663269387172,0.0
analytic_single,45,≥10%,0.0,0.02,1,1.0,4.0,0.00011565185022884774,0.0
analytic_single,45,≥10%,0.0,0.05,1,1.0,4.0,0.00011565185022884774,0.0
analytic_single,45,≥10%,0.01,0.02,20,1.0,4.0,0.005842667711222454,0.0
analytic_single,45,≥10%,0.01,0.05,20,1.0,4.0,0.005842667711222454,0.0
analytic_single,45,≥10%,0.05,0.02,20,0.25,3.15,0.02870425334605704,0.0
analytic_single,45,≥10%,0.05,0.05,20,0.9,3.9,0.02870425334605704,0.0
